ID,SwiftName,Counterpart,RA,DEC,Redshift,nh
1185,SWIFTJ2307.1+0433,PG2304+042,346.762144,4.5491767,0.04255092,6.26e+20
1186,SWIFTJ2307.9+2245,UGC12383,346.9536,22.7103453,0.03489472,1.09e+21
1187,SWIFTJ2308.1+4014,2MASXJ23075724+4016393,346.988579,40.2775306,0.07265844,1.36e+21
1188,SWIFTJ2318.4-4223,NGC7582,349.598445,-42.370422,0.00524908,1.39e+20
1189,SWIFTJ2318.9+0013,NGC7603,349.736066,0.2438751,0.02871671,4.42e+20
1191,SWIFTJ2320.8+6434,2MASXJ23203662+6430452,350.152448,64.5124415,0.07291264,9.21e+21
1192,SWIFTJ2322.5-0646,LEDA1029085,350.601969,-6.7605575,0.0329256,3.23e+20
1194,SWIFTJ2325.5-3827,IRAS23226-3843,351.350833,-38.446978,0.03605421,1.88e+20
1195,SWIFTJ2325.6+2157,RHS61,351.476032,21.8871903,0.1201842,4.76e+20
1196,SWIFTJ2327.4+1525,2MASXJ23272195+1524375,351.841539,15.4103698,0.04595927,4.44e+20
1197,SWIFTJ2327.5+0938,PKS2325+093,351.889909,9.6693623,1.85509526,4.65e+20
1198,SWIFTJ2328.9+0328,NGC7682,352.266318,3.5332999,0.01705606,6.4e+20
1199,SWIFTJ2330.5+7124,2MASXJ23303771+7122464,352.657037,71.3796142,0.03744393,4.2e+21
1200,SWIFTJ2333.9-2342,PKS2331-240,353.480141,-23.727957,0.04728494,1.75e+20
1202,SWIFTJ2341.8+3033,UGC12741,355.481134,30.5817731,0.01799429,8.03e+20
1203,SWIFTJ2343.9+0537,LEDA3092070,355.998174,5.6398993,0.05616891,9.95e+20
1204,SWIFTJ2344.6-4246,RBS2043,356.182952,-42.720117,0.59707208,1.58e+20
1205,SWIFTJ2346.8+5143,2MASXJ23470479+5142179,356.770143,51.7049725,0.04425891,2.44e+21
1206,SWIFTJ2351.9-0109,PG2349-014,357.983841,-1.1536892,0.17400194,3.95e+20
1207,SWIFTJ2352.2+5845,CXOJ235221.9+584531,358.092058,58.7585384,0.16285737,6.5e+21
1208,SWIFTJ2352.6-1707,2MASXJ23525143-1704370,358.214243,-17.076995,0.0546952,1.71e+20
1209,SWIFTJ2359.0-3038,H2356-309,359.782919,-30.62796,0.16513808,1.5e+20
1210,SWIFTJ2359.3-6058,PKS2356-61,359.767938,-60.91644,0.09621106,1.57e+20
1077,SWIFTJ2028.5+2543,MCG+04-48-002,307.146087,25.733383,0.01327178,3.45e+21
112,SWIFTJ0209.5-1010,NGC833,32.336859,-10.133086,0.013548,2.73e+20
841,SWIFTJ1652.9+0223,NGC6240N,253.245401,2.4010169,0.02471891,6.26e+20
